QGC WPL 110
0	1	0	22	0	0	0	0	-35.363263	149.165342	584.05	1
1	0	3	16	0	0	0	0	-35.363263	149.165342	20.0	1
2	0	3	16	0	0	0	0	-35.363263	149.165344	20.0	1
3	0	3	16	0	0	0	0	-35.363263	149.165347	20.0	1
4	0	3	16	0	0	0	0	-35.363263	149.165457	20.0	1
5	0	3	16	0	0	0	0	-35.363263	149.165567	20.0	1
6	0	3	16	0	0	0	0	-35.363263	149.165577	20.0	1
7	0	3	16	0	0	0	0	-35.363263	149.165787	20.0	1
8	0	3	16	0	0	0	0	-35.363263	149.165897	20.0	1
9	0	3	16	0	0	0	0	-35.363263	149.166007	20.0	1
10	0	3	16	0	0	0	0	-35.363263	149.166117	20.0	1
11	0	3	16	0	0	0	0	-35.363263	149.166227	20.0	1
12	0	3	16	0	0	0	0	-35.363263	149.166337	20.0	1
13	0	3	16	0	0	0	0	-35.363263	149.166447	20.0	1
14	0	3	16	0	0	0	0	-35.363263	149.166557	20.0	1
15	0	3	16	0	0	0	0	-35.363263	149.166667	20.0	1
16	0	3	16	0	0	0	0	-35.363263	149.166777	20.0	1
17	0	3	16	0	0	0	0	-35.363263	149.166887	20.0	1
18	0	3	16	0	0	0	0	-35.363263	149.166997	20.0	1
19	0	3	16	0	0	0	0	-35.363263	149.167107	20.0	1
20	0	3	16	0	0	0	0	-35.363263	149.167217	20.0	1
21	0	3	16	0	0	0	0	-35.363263	149.167327	20.0	1
22	0	3	16	0	0	0	0	-35.363263	149.167437	20.0	1
23	0	3	16	0	0	0	0	-35.363263	149.167437	30.0	1
24	0	3	16	0	0	0	0	-35.363263	149.167437	40.0	1
25	0	3	16	0	0	0	0	-35.363263	149.167547	40.0	1
26	0	3	16	0	0	0	0	-35.363263	149.167657	40.0	1
27	0	3	16	0	0	0	0	-35.363263	149.167657	50.0	1
28	0	3	16	0	0	0	0	-35.363263	149.167767	50.0	1
29	0	3	16	0	0	0	0	-35.363263	149.167877	50.0	1
30	0	3	16	0	0	0	0	-35.363263	149.167877	60.0	1
31	0	3	16	0	0	0	0	-35.363263	149.167987	60.0	1
32	0	3	16	0	0	0	0	-35.363263	149.168097	60.0	1
33	0	3	16	0	0	0	0	-35.363263	149.168097	70.0	1
34	0	3	16	0	0	0	0	-35.363263	149.168207	70.0	1
35	0	3	16	0	0	0	0	-35.363263	149.168317	70.0	1
36	0	3	16	0	0	0	0	-35.363263	149.168317	80.0	1
37	0	3	16	0	0	0	0	-35.363263	149.168317	90.0	1
38	0	3	16	0	0	0	0	-35.363263	149.168427	90.0	1
39	0	3	16	0	0	0	0	-35.363263	149.168537	90.0	1
40	0	3	16	0	0	0	0	-35.363263	149.168537	100.0	1
41	0	3	16	0	0	0	0	-35.363173	149.168537	100.0	1
42	0	3	16	0	0	0	0	-35.363083	149.168537	100.0	1
43	0	3	16	0	0	0	0	-35.363083	149.168647	100.0	1
44	0	3	16	0	0	0	0	-35.363083	149.168647	110.0	1
45	0	3	16	0	0	0	0	-35.363083	149.168757	110.0	1
46	0	3	16	0	0	0	0	-35.363083	149.168867	110.0	1
47	0	3	16	0	0	0	0	-35.362993	149.168867	110.0	1
48	0	3	16	0	0	0	0	-35.362903	149.168867	110.0	1
49	0	3	16	0	0	0	0	-35.362903	149.168867	120.0	1
50	0	3	16	0	0	0	0	-35.362903	149.168867	130.0	1
51	0	3	16	0	0	0	0	-35.362903	149.168977	130.0	1
52	0	3	16	0	0	0	0	-35.362903	149.169087	130.0	1
53	0	3	16	0	0	0	0	-35.362813	149.169087	130.0	1
54	0	3	16	0	0	0	0	-35.362723	149.169087	130.0	1
