QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	-35.363262	149.165237	584.059998	1
1	0	3	22	0.000000	0.000000	0.000000	0.000000	-35.363262	149.165237	10.000000	1
2	0	3	82	0.000000	0.000000	0.000000	0.000000	-35.363251	149.165224	20.000000	1
3	0	3	82	0.000000	0.000000	0.000000	0.000000	-35.364913	149.162676	30.000000	1
4	0	3	82	0.000000	0.000000	0.000000	0.000000	-35.365905	149.163323	30.000000	1
5	0	3	82	0.000000	0.000000	0.000000	0.000000	-35.364105	149.163823	50.000000	1
6	0	3	82	0.000000	0.000000	0.000000	0.000000	-35.363505	149.162923	50.000000	1
7	0	3	82	0.000000	0.000000	0.000000	0.000000	-35.363105	149.162323	20.000000	1
8	0	3	16	2.000000	0.000000	0.000000	0.000000	-35.360118	149.161231	20.000000	1
9	0	0	20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0
